address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_abs,sold_vs_ask_pct,price_changes,sqft,beds,baths,lot_sqft,year_built,garage,solar,ac_type,property_type,county,municipality,prop_class,nu_code,conflicts,_sources,_fetched
16 WOODMONT RD,07045,Montville,,2024-07-16,,,712116,,,,,,,20038,1971,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
4 FOWLER PL,07045,Montville,,2024-07-16,,,1050000,,,,,,,21083,1985,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
12 ASA ST,07045,Montville,,2024-07-17,,,1200000,,,,,,,30056,1989,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
15 VALHALLA RD,07045,Montville,,2024-07-18,,,1330000,,,,,,,339768,2006,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
36 SUNSET CT,07045,Montville,,2024-07-18,,,700000,,,,,,,27007,1973,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
9 FREEDOM CT,07045,Montville,,2024-07-19,,,580786,,,,,,,13460,1993,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
5 CHEROKEE CT,07045,Montville,,2024-07-22,,,892000,,,,,,,31799,1973,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
14 RENNES ST,07045,Montville,,2024-07-24,,,956000,,,,,,,22651,1970,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
14 CONSTITUTION CT,07045,Montville,,2024-07-26,,,682000,,,,,,,13460,1993,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
156 KONNER AVE,07045,Montville,,2024-07-26,,,995000,,,,,,,25700,1974,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
41 DAVENPORT RD,07045,Montville,,2024-07-26,,,673300,,,,,,,4356,1994,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
21 JESSE CT,07045,Montville,,2024-07-31,,,790000,,,,,,,4356,1992,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
57 WOODMONT RD,07045,Montville,,2024-08-01,,,685000,,,,,,,30492,1959,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
65 CHANGE BRIDGE RD,07045,Montville,,2024-08-02,,,1379000,,,,,,,147494,2018,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
11 JOTHAM RD,07045,Montville,,2024-08-06,,,1125000,,,,,,,38768,1969,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
12 SUNSET CT,07045,Montville,,2024-08-06,,,1247500,,,,,,,27051,1987,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
4 STRATFORD CT,07045,Montville,,2024-08-07,,,1100000,,,,,,,21867,1980,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
5 CRAIG CT,07045,Montville,,2024-08-08,,,965000,,,,,,,29185,1969,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
53 BOONTON AVE,07045,Montville,,2024-08-14,,,709000,,,,,,,23087,1962,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
3 GARRITY TER,07045,Montville,,2024-08-19,,,1100000,,,,,,,27181,1983,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
29 DOGWOOD CIR,07045,Montville,,2024-08-20,,,1035000,,,,,,,28750,1971,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
32 CRESCENT RD,07045,Montville,,2024-08-20,,,388000,,,,,,,28750,1959,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
11 GENOBLE RD,07045,Montville,,2024-08-22,,,314300,,,,,,,4356,1990,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
2 JESSE CT,07045,Montville,,2024-08-22,,,735000,,,,,,,4356,1995,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
1 WALNUT DR,07045,Montville,,2024-08-27,,,740000,,,,,,,23958,1959,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
10 GABRIEL DR,07045,Montville,,2024-08-27,,,640000,,,,,,,2004,1985,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
40 JESSE CT,07045,Montville,,2024-08-28,,,750000,,,,,,,4356,1994,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
23 ROCKAWAY VALLEY RD,07045,Montville,,2024-08-29,,,490000,,,,,,,15246,1920,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
10 EUGENE DR,07045,Montville,,2024-09-03,,,815000,,,,,,,4356,1996,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
61 STONY BROOK RD,07045,Montville,,2024-09-03,,,1400000,,,,,,,169884,2000,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
46 LAKE SHORE DR,07045,Montville,,2024-09-05,,,785000,,,,,,,34412,1929,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
110 RIDGE DR,07045,Montville,,2024-09-06,,,870000,,,,,,,14810,1988,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
29 BRETON DR,07045,Montville,,2024-09-06,,,999401,,,,,,,22303,1971,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
10 BACCARAT CT,07045,Montville,,2024-09-10,,,620000,,,,2272,,,4356,1997,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
2 PENNBROOK CT,07045,Montville,,2024-09-13,,,1400000,,,,,,,67954,2024,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
7 WOODSIDE DR,07045,Montville,,2024-09-14,,,1365000,,,,,,,81022,1983,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
11 TURKEY HILL RD,07045,Montville,,2024-09-16,,,851000,,,,,,,58806,1958,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
25 WEDGEWOOD DR,07045,Montville,,2024-09-16,,,750000,,,,,,,4356,1999,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
58 LOUIS DR,07045,Montville,,2024-09-17,,,699000,,,,,,,4356,1997,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
27 SCHNEIDER LN,07045,Montville,,2024-09-18,,,1225000,,,,,,,92347,1998,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
44 VILLAGE DR,07045,Montville,,2024-09-23,,,655000,,,,,,,14810,1987,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
15 MICHELLE WAY,07045,Montville,,2024-09-30,,,1750000,,,,,,,28314,2000,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
54 SPRINGBROOK RD EAST,07045,Montville,,2024-10-01,,,515000,,,,,,,4356,1995,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
35 GENOBLE RD,07045,Montville,,2024-10-02,,,320000,,,,,,,4356,1994,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
136 CHANGE BRIDGE UNIT B2,07045,Montville,,2024-10-03,,,432000,,,,,,,5750,1984,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
48 UPPER MOUNTAIN AVE,07045,Montville,,2024-10-04,,,1450000,,,,,,,27878,1994,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
4 DARO CT,07045,Montville,,2024-10-08,,,1229295,,,,,,,20909,1996,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
20 PENNBROOK CT,07045,Montville,,2024-10-14,,,2400000,,,,,,,121837,2006,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
75 HORSENECK RD,07045,Montville,,2024-10-16,,,763000,,,,,,,23130,1956,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
4 PROSPECT PL,07045,Montville,,2024-10-18,,,450000,,,,,,,22216,1949,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
11 BACCARAT CT,07045,Montville,,2024-10-23,,,700000,,,,,,,4356,1997,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
6 TIFFANY CT,07045,Montville,,2024-10-23,,,717000,,,,,,,4356,1995,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
1 PEACH TREE CT,07045,Montville,,2024-10-25,,,900000,,,,,,,27007,1985,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
15 JOHN HENRY DR,07045,Montville,,2024-10-25,,,999000,,,,,,,17860,1958,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
7 FAWN DR,07045,Montville,,2024-10-29,,,910000,,,,,,,27007,1967,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
4 TRISTAM PL,07045,Montville,,2024-10-30,,,895000,,,,,,,21780,1970,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
27 DAVENPORT RD,07045,Montville,,2024-11-01,,,655000,,,,,,,4356,1994,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
22 JESSE CT,07045,Montville,,2024-11-04,,,661000,,,,,,,4356,1992,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
44 CRESCENT RD,07045,Montville,,2024-11-06,,,765000,,,,,,,25265,1960,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
136 CHANGE BRIDGE UNIT D7,07045,Montville,,2024-11-13,,,360000,,,,,,,4269,1984,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
22 LOUIS DR,07045,Montville,,2024-11-14,,,850000,,,,,,,4356,1997,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
29 GARRITY TER,07045,Montville,,2024-11-14,,,1730000,,,,,,,20038,1995,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
3 JEFFERSON CT,07045,Montville,,2024-11-14,,,690000,,,,,,,13460,1993,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
64 JACKSONVILLE RD,07045,Montville,,2024-11-14,,,555000,,,,,,,16553,1956,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
10 RIVER RD,07045,Montville,,2024-11-19,,,1375000,,,,,,,47916,1900,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
4 RENNES ST,07045,Montville,,2024-11-19,,,950000,,,,,,,22216,1970,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
48 GENOBLE RD,07045,Montville,,2024-11-19,,,500000,,,,,,,4356,1990,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
24 MANCHESTER WAY,07045,Montville,,2024-11-22,,,325000,,,,,,,20909,1966,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
62 GENOBLE RD,07045,Montville,,2024-11-22,,,489000,,,,,,,4356,1991,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
76 RIVER RD,07045,Montville,,2024-11-22,,,560000,,,,,,,67518,1963,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
7 WINDSOR DR,07045,Montville,,2024-11-25,,,2150000,,,,,,,33541,,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
14 MERLIN PL,07045,Montville,,2024-11-26,,,850000,,,,,,,23566,1980,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
265 RT 202,07045,Montville,,2024-12-06,,,189000,,,,,,,9583,1900,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
7 POND VIEW,07045,Montville,,2024-12-10,,,3175000,,,,,,,49658,2009,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
7 COLE AVE,07045,Montville,,2024-12-16,,,280000,,,,,,,12937,1930,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
1 RENNES ST,07045,Montville,,2024-12-17,,,950000,,,,,,,21780,1971,,,,Residential,MORRIS,MONTVILLE TWP,2,,,nj_records,2026-07-11
41 MUSANO COURT,07052,West Orange,,2023-07-01,,,430000,,,,,,,976,1987,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
38 MOUNTAIN AVENUE,07052,West Orange,,2023-07-03,,,575000,,,,,,,7780,1954,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
39 FREDERICKS STREET,07052,West Orange,,2023-07-03,,,925000,,,,,,,,2007,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
23 LINDEN AVENUE,07052,West Orange,,2023-07-05,,,850000,,,,,,,27399,1962,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
24 MCGUIRE DRIVE,07052,West Orange,,2023-07-05,,,930000,,,,,,,15002,1990,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
45 STANFORD AVENUE,07052,West Orange,,2023-07-05,,,760000,,,,,,,7501,1947,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
65 WARREN ROAD,07052,West Orange,,2023-07-05,,,805000,,,,,,,10258,1969,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
3 DOGWOOD DRIVE,07052,West Orange,,2023-07-07,,,880000,,,,,,,16501,1950,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
65 CUMMINGS CIRCLE,07052,West Orange,,2023-07-07,,,599999,,,,,,,,1987,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
45 HAGGERTY DRIVE,07052,West Orange,,2023-07-10,,,990000,,,,,,,11766,2017,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
351 STILES COURT,07052,West Orange,,2023-07-11,,,475500,,,,,,,,1987,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
45 WILFRED STREET,07052,West Orange,,2023-07-11,,,240000,,,,,,,,1968,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
76 RIGGS PLACE,07052,West Orange,,2023-07-11,,,500000,,,,,,,,1925,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
12 ARVERNE ROAD,07052,West Orange,,2023-07-12,,,852000,,,,,,,16431,1970,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
18 BELLE TERRE ROAD,07052,West Orange,,2023-07-12,,,495000,,,,,,,10001,1945,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
27 KENZ TERRACE,07052,West Orange,,2023-07-12,,,720000,,,,,,,6451,1955,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
131 GREGORY AVENUE,07052,West Orange,,2023-07-13,,,735000,,,,,,,18748,1920,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
201-203 WATCHUNG AVENUE,07052,West Orange,,2023-07-13,,,630000,,,,,,,4522,1925,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
69 HAGGERTY DRIVE,07052,West Orange,,2023-07-13,,,1145000,,,,,,,16548,2018,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
131 CLARKEN DRIVE,07052,West Orange,,2023-07-14,,,596000,,,,,,,,1993,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
2 TREFOIL PASS,07052,West Orange,,2023-07-14,,,1400000,,,,,,,83200,1972,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
8 PROSPECT PLACE,07052,West Orange,,2023-07-14,,,315000,,,,,,,3075,1900,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
242 GREGORY AVENUE,07052,West Orange,,2023-07-17,,,650000,,,,,,,5550,1921,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
25 BRADLEY TERRACE,07052,West Orange,,2023-07-17,,,643000,,,,,,,,1929,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
51 EDGEWOOD AVENUE,07052,West Orange,,2023-07-17,,,765000,,,,,,,8194,1953,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
38 BUCKINGHAM ROAD,07052,West Orange,,2023-07-18,,,179178,,,,,,,8242,1955,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
53 SHERIDAN AVENUE,07052,West Orange,,2023-07-18,,,632000,,,,,,,7501,1936,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
20 FITZRANDOLPH ROAD,07052,West Orange,,2023-07-19,,,545000,,,,,,,,1935,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
12 PITNEY STREET,07052,West Orange,,2023-07-20,,,600000,,,,,,,5401,1940,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
14 METZGER DRIVE,07052,West Orange,,2023-07-20,,,778620,,,,,,,375,2009,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
3 ROSEMONT DRIVE,07052,West Orange,,2023-07-20,,,632000,,,,,,,9901,1955,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
33 OAK CREST ROAD,07052,West Orange,,2023-07-20,,,607000,,,,,,,7623,1954,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
105 BARRINGER COURT,07052,West Orange,,2023-07-21,,,625000,,,,,,,,1984,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
24 EDISONIA TERRACE,07052,West Orange,,2023-07-21,,,461000,,,,,,,4060,1925,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
49 MAPLE AVENUE,07052,West Orange,,2023-07-21,,,780000,,,,,,,8398,1953,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
54 MISSISSIPPI AVENUE,07052,West Orange,,2023-07-21,,,460000,,,,,,,,1930,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
214 CERUTTI COURT,07052,West Orange,,2023-07-23,,,510000,,,,,,,,1987,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
45 LINCOLN AVENUE,07052,West Orange,,2023-07-23,,,850000,,,,,,,8999,2017,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
10 SMITH MANOR BLVD,07052,West Orange,,2023-07-24,,,209000,,,,,,,,1993,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
34 CERONE COURT,07052,West Orange,,2023-07-24,,,455000,,,,,,,1668,1982,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
49 PARK WAY,07052,West Orange,,2023-07-24,,,2200000,,,,,,,131551,1928,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
4 HAGE TERRACE,07052,West Orange,,2023-07-25,,,900000,,,,,,,,2007,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
12 RUTGERS STREET,07052,West Orange,,2023-07-26,,,580000,,,,,,,6826,1952,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
17 SILVER SPRING ROAD,07052,West Orange,,2023-07-26,,,805000,,,,,,,5981,1937,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
380 DIGAETANO TER.,07052,West Orange,,2023-07-26,,,555000,,,,,,,,1987,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
4 ASHLEY ROAD,07052,West Orange,,2023-07-26,,,950000,,,,,,,31363,1989,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
4 ROSEMONT DRIVE,07052,West Orange,,2023-07-26,,,680000,,,,,,,10032,1954,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
23 DALE DRIVE,07052,West Orange,,2023-07-27,,,525000,,,,,,,7701,1953,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
24 BUCKINGHAM ROAD,07052,West Orange,,2023-07-27,,,630000,,,,,,,7527,1952,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
35 CERONE COURT,07052,West Orange,,2023-07-27,,,390000,,,,,,,1363,1982,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
50 COLUMBIA STREET,07052,West Orange,,2023-07-27,,,441000,,,,,,,3001,1910,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
62 WALKER ROAD,07052,West Orange,,2023-07-27,,,950000,,,,,,,,1871,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
10 LAKEVIEW DRIVE,07052,West Orange,,2023-07-28,,,1060000,,,,,,,,1958,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
24 WESTMINSTER TERRACE,07052,West Orange,,2023-07-28,,,669000,,,,,,,5001,1928,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
5 NORTH KOEWING PLACE,07052,West Orange,,2023-07-31,,,645000,,,,,,,7649,1942,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
65 ASHLAND AVENUE,07052,West Orange,,2023-08-01,,,350000,,,,,,,5001,1961,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
74 NANCE ROAD,07052,West Orange,,2023-08-01,,,893035,,,,,,,,2022,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
150 DEZENZO ROAD,07052,West Orange,,2023-08-02,,,550000,,,,,,,,1987,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
30 DOGWOOD DRIVE,07052,West Orange,,2023-08-02,,,795000,,,,,,,9692,1942,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
31 FAIRVIEW AVENUE,07052,West Orange,,2023-08-02,,,785000,,,,,,,,1940,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
4 KEIMEL COURT,07052,West Orange,,2023-08-02,,,670000,,,,,,,375,2009,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
80 TERRACE AVENUE,07052,West Orange,,2023-08-02,,,1075000,,,,,,,9322,2003,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
276 GREGORY AVENUE,07052,West Orange,,2023-08-03,,,811000,,,,,,,,1930,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
73 TERRACE AVENUE,07052,West Orange,,2023-08-03,,,852000,,,,,,,20020,2003,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
28 CERONE COURT,07052,West Orange,,2023-08-04,,,490000,,,,,,,976,1987,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
41 FERRIS DRIVE,07052,West Orange,,2023-08-04,,,1060000,,,,,,,15002,1960,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
100 MOUNTAIN AVENUE,07052,West Orange,,2023-08-07,,,1860000,,,,,,,80002,2004,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
257 DE ROSE COURT,07052,West Orange,,2023-08-07,,,651000,,,,,,,,1987,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
21 HICKORY ROAD,07052,West Orange,,2023-08-08,,,725000,,,,,,,7248,1954,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
6 GLEN ROAD,07052,West Orange,,2023-08-08,,,600000,,,,,,,5702,1935,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
8 ROSNEY TERRACE,07052,West Orange,,2023-08-09,,,675000,,,,,,,7070,1950,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
47 CLARKEN DRIVE,07052,West Orange,,2023-08-10,,,625000,,,,,,,,1993,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
115 FOREST HILL ROAD,07052,West Orange,,2023-08-11,,,655819,,,,,,,6242,1948,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
17 ELMWOOD AVENUE,07052,West Orange,,2023-08-11,,,582100,,,,,,,5001,1938,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
30 KEIMEL COURT,07052,West Orange,,2023-08-11,,,825000,,,,,,,,2009,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
409 WALKER ROAD,07052,West Orange,,2023-08-11,,,710000,,,,,,,5249,1934,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
43 CONFORTI AVENUE,07052,West Orange,,2023-08-11,,,200000,,,,,,,,1967,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
45 WILFRED STREET,07052,West Orange,,2023-08-11,,,152000,,,,,,,,1968,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
3 LINDEN COURT,07052,West Orange,,2023-08-14,,,675000,,,,,,,11500,1958,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
41 CRYSTAL AVENUE,07052,West Orange,,2023-08-14,,,360000,,,,,,,11060,1950,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
22 HICKORY ROAD,07052,West Orange,,2023-08-16,,,752000,,,,,,,8751,1954,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
57 SUNNYSIDE ROAD,07052,West Orange,,2023-08-16,,,520000,,,,,,,4948,1950,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
7 VALLEY VIEW STREET,07052,West Orange,,2023-08-16,,,815000,,,,,,,9374,1986,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
87 SULLIVAN DRIVE,07052,West Orange,,2023-08-17,,,655000,,,,,,,,1987,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
20 RONALD TERRACE,07052,West Orange,,2023-08-18,,,614000,,,,,,,9374,1954,,,,Residential,ESSEX,WEST ORANGE TWP,2,A,,nj_records,2026-07-11
