property_key,address,zip,town,spell,mls_id,list_date,first_seen,last_seen,first_list_price,last_list_price,observations,status,gone_on,price_changed,beds,baths,sqft,lot_sqft,year_built,property_type,lat,lon,url,photo,mls_status,days_on_mls,text
402|saratoga|08876,402 Saratoga Ct,08876,Branchburg,1,4027533,2026-05-14,2026-07-13,2026-07-17,599999,599999,4,active,,,2,3.5,,,2019,Townhouse,40.588024,-74.688476,https://www.realtor.com/realestateandhomes-detail/402-Saratoga-Ct_Branchburg_NJ_08876_M97745-78768,https://ap.rdcpix.com/cb86f6db2eddfd0cca184d39e1847c90l-m2576279401od-w480_h360_x2.webp?w=1080&q=75,PENDING,63,"Welcome home to this beautifully maintained townhome in the highly desirable Fox Hollow community of Branchburg! Offering 2 spacious bedrooms, a versatile den/office, 3 full bathrooms, and 1 half bath. This exceptional home combines elegance, comfort, and flexible living space. The sun-filled main level features an open-concept design with soaring ceilings, oversized windows, and seamless flow perfect for both everyday living and entertaining. The gourmet eat-in kitchen boasts stainless steel appliances, abundant cabinetry, and a large pantry. A private deck ideal for outdoor dining or relaxing is right off the kitchen. The dining area opens effortlessly into the bright and inviting living room filled with natural light. Upstairs, the spacious primary suite offers a peaceful retreat with two closets and a private en-suite bath. An additional bedroom, full bath, and flexible den/office co"
40|mechanic|08876,40 Mechanic St,08876,Branchburg,1,4035372,2026-06-18,2026-07-13,2026-07-17,529000,529000,4,active,,,5,2.0,1848,7841,1908,Multi-Family,40.568017,-74.607229,https://www.realtor.com/realestateandhomes-detail/40-Mechanic-St_Somerville_NJ_08876_M50346-68551,https://ap.rdcpix.com/eb599daf71ef6c98f0db19460a10a037l-m3819399574od-w480_h360_x2.webp?w=1080&q=75,PENDING,28,"Just listed 2 family, with great convenient location to Downtown, shops, bus, train, restaurants, park, etc.! This has good investment potential with 5 possible bedrooms total, or live in one and let the rent help pay your mortgage. A 2-bedroom and a 3-bedroom apartment. First time buying, this is a fine way to start your Real Estate portfolio. All separate utilities, both apartments have a laundry area. Much more!"
428|azalea|08876,428 Azalea Ter,08876,Branchburg,1,4034755,2026-06-16,2026-07-13,2026-07-17,375000,375000,4,active,,,2,2.0,,,1993,Condo,40.597766,-74.714992,https://www.realtor.com/realestateandhomes-detail/428-Azalea-Ter_Branchburg_NJ_08876_M67288-33936,https://ap.rdcpix.com/379e8633f74f74d19aa2f0cd015b6be6l-m1964985838od-w480_h360_x2.webp?w=1080&q=75,PENDING,30,**THIS IS THE ONE**Don't delay...Private rear location (very open) corner unit**Move your belongings right in**Easy access to major highways**Can close quickly**New refrigerator & disposal**Bright open kitchen**Buyer responsible for checking all updated Homeowner fees**
440|catherine|08876,440 Catherine St,08876,Branchburg,1,4031866,2026-06-03,2026-07-13,2026-07-17,949900,949900,4,active,,,4,2.5,2400,8276,2026,Single Family,40.57265,-74.60203,https://www.realtor.com/realestateandhomes-detail/440-Catherine-St_Somerville_NJ_08876_M97125-30028,https://ap.rdcpix.com/1be2fdda4c68df2c0a65fb3b8cf69963l-m336880912od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,43,"A rare opportunity to own a brand-new construction single family home in Somerville. Situated on a generous 50' x 165' lot along a picturesque tree-lined street, this beautifully crafted modern Colonial showcases exceptional design, quality construction, and high-end finishes throughout. Luxurious primary suite includes a spa-inspired bath featuring a freestanding soaking tub and an oversized tiled shower with a custom base and built-in seat. Additional interior highlights include 9-foot first-floor ceilings, a dramatic two-story foyer, hardwood flooring throughout both levels, a custom trim package with paneled doors, a family room with a fireplace, a second-floor laundry room with tile flooring, granite or quartz countertops in the kitchen and baths, & a full basement with 8-foot ceilings. Exterior features include Azek trim, crown moldings, a covered front entry portico, a paver front"
441|william|08876,441 William St,08876,Branchburg,1,4040532,2026-07-14,2026-07-16,2026-07-17,650000,650000,3,active,,,4,2.5,2176,7405,2019,Single Family,40.571831,-74.602227,https://www.realtor.com/realestateandhomes-detail/441-William-St_Somerville_NJ_08876_M92572-38462,https://ap.rdcpix.com/ddc6ca7fa6a49e4b63bb4fe81124f197l-m3707347404od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,2,"Opportunity awaits in this timeless Center Hall Colonial, built in 2019 and thoughtfully designed for both everyday living and effortless entertaining. Offering a desirable open-concept layout, the main level features a chef-inspired kitchen with a center island, tile backsplash, SS appliances, pantry, and seamless flow into the spacious family room perfect for gathering with guests. A formal dining room, powder room, and direct access to the attached two-car garage complete the first floor. Upstairs, you'll find four generously sized bedrooms, including a spacious primary suite with a private bath featruing a stall shower, dual vanity and two reach-in closets. Three additional bedrooms, a well-appointed hall bath, and a conveniently located second-floor laundry room complete the upper level. The full basement provides exceptional storage and offers endless potential to create additional"
44|second|08876,44 Second St,08876,Branchburg,1,4009424,2026-02-12,2026-07-13,2026-07-17,500000,500000,4,active,,,5,2.0,,5227,1900,Single Family,40.563822,-74.611243,https://www.realtor.com/realestateandhomes-detail/44-2nd-St_Somerville_NJ_08876_M55868-56914,https://ap.rdcpix.com/768de700a5fbb38b586c8e26527438del-m1651393818od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,154,"Great Investment Opportunity in Somerville! This charming property features a new HVAC system, a walkout basement, and a spacious backyard perfect for outdoor enjoyment or future expansion. Conveniently located near downtown Somerville, shopping, dining, and public transportation. Whether you're adding to your portfolio or looking for future owner-occupancy, this property offers strong potential and immediate rental income."
45|fieldstone|08876,45 Fieldstone Dr,08876,Branchburg,1,4035846,2026-06-21,2026-07-13,2026-07-17,599000,599000,4,active,,,4,1.5,1834,6098,1962,Single Family,40.574676,-74.597707,https://www.realtor.com/realestateandhomes-detail/45-Fieldstone-Dr_Somerville_NJ_08876_M66372-41770,https://ap.rdcpix.com/d73589d2a30bcdb4cbe1839b2d000d66l-m189312319od-w480_h360_x2.webp?w=1080&q=75,PENDING,25,"Pride of ownership shines throughout this well-maintained 4-bedroom bi-level in historic and charming Somerville, just minutes from the town's vibrant downtown filled with shopping, dining, and entertainment. Thoughtfully cared for over the years, this home offers numerous updates and improvements, including redone front steps, a new fence, tankless hot water heater, upgraded electrical panel, replaced interior doors and sliding glass door, updated kitchen with newer appliances and luxury vinyl flooring, replaced attic fan, and refreshed bathrooms.The inviting interior offering versatile living space with options for a home office, recreation area, guest accommodations, or other needs. Outside, you'll find a private backyard retreat designed for relaxation and enjoyment. Features include a spacious patio, lush fenced yard, mature shade trees, professional landscaping, and a large storage"
471|kenbury|08876,471 Kenbury Rd,08876,Branchburg,1,22606762,2026-03-16,2026-07-13,2026-07-17,225000,225000,4,active,,,3,2.0,,,,Single Family,40.564014,-74.691732,https://www.realtor.com/realestateandhomes-detail/471-Kenbury-Rd_Branchburg_NJ_08876_M92250-09302,https://ap.rdcpix.com/2a69862dcbd839497e4bac8890ca8d5fl-m605455281od-w480_h360_x2.webp?w=1080&q=75,PENDING,122,"Check out this well-maintained 3 bedroom, 2 full bathroom home offering comfortable living in a location that puts everything within reach. This cozy property is just minutes from a wide variety of commercial amenities, making everyday errands, dining, and shopping incredibly convenient. Recent updates include newer kitchen utility appliances and updated flooring throughout the primary bedroom and all additional bedrooms, giving the home a fresh and modern feel where it matters most. Whether you're looking for a starter home, downsizing option, or a smart investment, this property offers a great balance of comfort, updates, and location."
47|sycamore|08876,47 Sycamore St,08876,Branchburg,1,4023918,2026-04-29,2026-07-13,2026-07-13,589999,589999,1,gone,2026-07-16,,,,,,,,,,,,,,
48|2nd|08876,48 2nd St,08876,Branchburg,1,2618506R,2026-07-02,2026-07-13,2026-07-17,495000,495000,4,active,,,4,1.0,1244,6752,1900,Single Family,40.56378,-74.611089,https://www.realtor.com/realestateandhomes-detail/48-2nd-St_Somerville_NJ_08876_M59104-41129,https://ap.rdcpix.com/ce95c3ae250b50f5f2daa34ee3e5a3b9l-m829924765od-w480_h360_x2.webp?w=1080&q=75,CONTINGENT,14,"Welcome to this thoughtfully renovated 4-bedroom, 1-bath home in Somerville Boro. The interior features a newer kitchen with updated finishes, a renovated bathroom, updated flooring throughout, and newer central air conditioning, combining modern updates with everyday functionality. The well-designed layout offers comfortable living spaces with plenty of natural light, creating a warm and inviting atmosphere. Conveniently located near downtown Somerville, shopping, restaurants, parks, schools, and major highways, this move-in-ready home offers easy access to everyday amenities and commuting routes. Property is being sold strictly as-is. Schedule your private showing today and experience all this home has to offer."
49|sycamore|08876,49 Sycamore St,08876,Branchburg,1,4039507,2026-07-09,2026-07-13,2026-07-17,639000,639000,4,active,,,4,2.5,,7841,1965,Single Family,40.575448,-74.605006,https://www.realtor.com/realestateandhomes-detail/49-Sycamore-St_Somerville_NJ_08876_M59633-21501,https://ap.rdcpix.com/d0e7d8d89aff6a13772805d0c6c020fbl-m295712760od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,7,"Renovated, light-filled 4 bedroom, 2.5 bath split level home in one of Somerville's most convenient locations. Boasting both large family and living rooms, an open concept updated kitchen and separate dining room, there is ample space to spread out and relax indoors. Upstairs, three bright, sizable bedrooms and a remodeled bathroom await. The homes most coveted feature is the private primary suite oasis on the top floor. Complete with its own balcony, skylight, refreshed bathroom, extensive closets, including access to the walk-up attic, and space for an office or sitting room, the primary suite is truly unparalleled. Outdoors, an entertainers paradise bears a large paver patio, fire-pit area, mature landscaping, and a substantial fenced flat grass play-space. An unfinished basement with laundry room, attached garage, new roof, newer furnace and water heater, plus the ideal location clos"
4|dakota|08876,4 Dakota Trl,08876,Branchburg,1,4034839,2026-06-16,2026-07-13,2026-07-17,725000,725000,4,active,,,3,3.5,,10019,1986,Single Family,40.591389,-74.709793,https://www.realtor.com/realestateandhomes-detail/4-Dakota-Trl_Branchburg_NJ_08876_M67661-44665,https://ap.rdcpix.com/fc237ecb0d87a3cc4818f9045b38510cl-m3423877038od-w480_h360_x2.webp?w=1080&q=75,PENDING,30,"Impeccably maintained and completely updated, this beautiful 3-bedroom/3.5-bath Colonial in the desirable Chambers Brook community has a gorgeous interior and great curb appeal with a brand new driveway (2025) and professional landscaping. Elegant Bolivian Rosewood hardwood floors throughout lead from a dramatic high-ceiling foyer into bright living and dining spaces. A fully updated kitchen features quartz countertops, premium/new stainless steel appliances, and a versatile center island. A spacious family room with a stone fireplace and bespoke custom shelving leads to the most spectacular feature of this house: a custom conservatory, providing a four-season retreat bathed in natural light overlooking a manicured, fenced backyard with mature trees, and a Trex deck - all perfect for relaxing or entertaining. A spacious primary suite with a walk-in closet and a spa-like bath has the adde"
4|delaware|08876,4 Delaware Ln,08876,Branchburg,1,4033320,2026-06-09,2026-07-13,2026-07-17,534900,534900,4,active,,,3,2.5,1680,2614,1986,Townhouse,40.595226,-74.717721,https://www.realtor.com/realestateandhomes-detail/4-Delaware-Ln_Branchburg_NJ_08876_M68589-46308,https://ap.rdcpix.com/ed90fc01e159ec9da05867aec8b0e8eel-m813094276od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,37,"Welcome home to this 3-bedroom, 2.5-bath townhouse in a highly desirable neighborhood! This home offers an eat-in kitchen ideal for everyday living, hardwood floors throughout the main level, and a spacious living room featuring a soaring cathedral ceiling and cozy wood-burning fireplace. Sliding glass doors open to a private deck overlooking a wooded setting, creating the perfect spot to relax or entertain. Upstairs, the primary suite includes a large walk-in closet and an ensuite bath with both a shower stall and soaking tub. The fully finished basement adds valuable flex space with a third bedroom, new carpeting, and abundant storage. Conveniently located near shopping, dining, and major highways, this home combines comfort, space, and location in one exceptional package."
